# saved_at_kr,2026-07-15 08:04:40 KST
# provider,yahoo(yfinance)
group,ticker,premarket,src,ts_kst,error
tickers_core_korea,005070.KS,37750.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,078600.KQ,76300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,278280.KQ,34750.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,121600.KQ,42800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,011790.KS,84300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,141080.KQ,104300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,087010.KQ,110000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,298380.KQ,74400.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,310210.KQ,144900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,028300.KQ,26700.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,039200.KQ,28000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,950160.KQ,72900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,214370.KQ,62700.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,011780.KS,116100.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,006650.KS,104800.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,120110.KS,51700.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,298000.KS,59900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,004000.KS,44900.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,010130.KS,1015000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,060370.KQ,26300.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,361610.KS,14140.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,348370.KQ,19940.0,yf_close(5m),2026-07-14T15:30:00+09:00,
tickers_core_korea,078930.KS,79000.0,yf_close(5m),2026-07-14T15:30:00+09:00,
