symbol,is_2x,status,status_rank,pattern,pattern_score,break_level,breakout_date,vol_confirmed,hold_confirmed,last_close,diag_touches,diag_slope_low,diag_depth,diag_vol_ratio_10_60,diag_db_score
TTE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,4.5,80.36,2026-03-02,True,False,79.16,1,0.280813,0.2439,0.806,0.0
EQNR,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,29.94,2026-03-02,True,False,31.8,1,0.131696,0.3168,1.173,3.0
GTE,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,6.44,2026-02-20,True,False,6.79,2,0.038801,0.4539,1.126,3.0
INGM,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,23.508,2026-03-03,True,False,24.14,2,-0.017972,0.1492,1.727,3.0
UCO,True,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,4.0,28.52,2026-03-03,True,False,29.53,1,0.113668,0.3647,1.12,3.0
LWLG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,3.0,5.08,2026-03-03,True,False,5.465,1,0.0023,0.4409,0.937,3.0
BATL,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,2.5,13.61,2026-03-03,True,False,26.36,1,0.089467,0.9206,1.332,3.0
HAFN,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,2.5,7.89,2026-03-03,True,False,7.91,1,0.031926,0.3447,0.805,0.0
TDW,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,1.5,82.0,2026-03-03,True,False,85.21,1,0.42943,0.3959,1.046,0.0
VG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,0.0,11.92,2026-03-03,True,False,11.925,1,0.076691,0.5201,1.262,0.0
ZD,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,0.0,41.07,2026-03-03,True,False,43.48,1,-0.103792,0.4534,2.32,3.0
IYM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,8.0,188.81,2026-03-02,False,False,182.38,3,0.706017,0.234,1.053,3.0
MPC,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,8.0,210.42,2026-03-03,False,False,212.335,3,0.413737,0.2304,1.054,3.0
TGT,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.5,118.98,2026-03-03,False,False,119.86,3,0.413162,0.2421,1.231,3.0
CHRD,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,113.78,2026-03-03,False,False,114.905,1,0.218037,0.2323,0.756,3.0
COP,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,119.3,2026-03-03,False,False,119.39,1,0.386672,0.2393,0.753,3.0
FLNG,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,28.27,2026-03-03,False,False,28.81,2,0.039963,0.1461,1.04,3.0
SU,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,57.13,2026-03-02,False,True,58.21,2,0.27744,0.2795,0.928,3.0
VLO,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.0,216.18,2026-03-03,False,False,218.04,1,0.706481,0.2603,0.756,3.0
CVE,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,22.57,2026-02-19,False,True,22.79,2,0.103844,0.3366,0.867,3.0
OIH,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,400.44,2026-02-24,False,False,388.27,2,2.000087,0.3101,0.725,3.0
RB=F,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.5,2.093,2026-03-02,False,False,2.439,2,0.00623,0.3326,1.726,3.0
AEM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.0,246.78,2026-02-27,False,True,234.0,1,1.226262,0.3724,1.05,3.0
CF,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.0,107.8,2026-03-03,False,False,108.86,1,0.433271,0.3004,1.137,3.0
WDS,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.0,21.58,2026-03-03,False,False,21.685,1,0.07661,0.3248,0.938,3.0
LNG,False,BREAKOUT_WAIT_VOL,2,BASE,3.0,252.5,2026-03-03,False,False,253.28,1,0.688388,0.2626,1.491,0.0
SLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,9.0,52.45,,False,False,49.365,6,0.279121,0.2867,0.795,3.0
PSX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,8.0,163.79,,False,False,159.9,2,0.439009,0.2236,0.722,3.0
XLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,8.0,54.14,,False,False,51.79,2,0.172722,0.1993,0.893,3.0
JETS,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.5,31.33,,False,False,27.045,4,0.017973,0.1621,1.287,3.0
HAL,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.0,37.03,,False,False,35.285,1,0.150579,0.2765,0.701,3.0
SRRK,False,NO_SIGNAL,9,DOUBLE_BOTTOM,6.0,49.82,,False,False,46.345,1,0.033064,0.1846,0.974,3.0
CNR,False,NO_SIGNAL,9,DOUBLE_BOTTOM,5.5,103.5,,False,False,92.655,1,0.060061,0.2271,1.29,3.0
FCX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,5.0,69.75,,False,False,64.77,2,0.362304,0.3741,0.901,3.0
SEM,False,NO_SIGNAL,9,ASC_TRIANGLE,5.0,16.59,,False,False,16.225,3,0.010265,0.1242,2.059,0.0
GC=F,False,NO_SIGNAL,9,BASE,4.5,5586.2,,False,False,5091.7,1,17.524826,0.2526,0.809,0.0
UUP,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.5,28.2,,False,False,27.525,9,-0.016185,0.0638,0.606,3.0
CCJ,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.0,135.24,,False,False,119.26,1,0.609796,0.3767,0.965,3.0
UYM,True,NO_SIGNAL,9,DOUBLE_BOTTOM,4.0,34.54,,False,False,31.18,1,0.188215,0.3526,1.002,3.0
RCAT,False,NO_SIGNAL,9,DOUBLE_BOTTOM,3.0,18.022,,False,False,15.17,1,0.100892,0.6191,1.009,3.0
SCCO,False,NO_SIGNAL,9,BASE,2.5,223.89,,False,False,207.955,1,1.363945,0.3971,0.687,0.0
^TNX,False,NO_SIGNAL,9,RECTANGLE,2.5,4.311,,False,False,4.063,6,-0.001162,0.0823,1.3,2.0
DEC,False,NO_SIGNAL,9,BASE,2.0,16.13,,False,False,14.54,2,-0.02838,0.2343,0.996,2.0
NQ=F,False,NO_SIGNAL,9,BASE,2.0,26349.0,,False,False,24670.25,2,-14.351382,0.0801,1.032,2.0
ASTS,False,NO_SIGNAL,9,BASE,1.5,129.89,,False,False,96.15,1,0.363048,0.5273,0.812,0.0
IDYA,False,NO_SIGNAL,9,BASE,1.0,39.28,,False,False,35.05,1,-0.061074,0.2498,1.07,0.0
ES=F,False,NO_SIGNAL,9,RECTANGLE,0.5,7043.0,,False,False,6799.5,21,-0.132572,0.046,1.027,2.0
KTB,False,NO_SIGNAL,9,BASE,0.5,78.28,,False,False,77.235,1,-0.015101,0.2822,1.883,0.0
^VIX,False,NO_SIGNAL,9,BASE,0.5,25.24,,False,False,24.11,1,0.086859,0.4699,1.004,2.0
NG=F,False,NO_SIGNAL,9,BASE,-1.0,7.827,,False,False,3.142,1,-0.024548,0.6455,0.299,2.0
BOIL,True,NO_SIGNAL,9,BASE,-1.0,46.85,,False,False,19.69,1,-0.217626,0.6756,0.44,2.0
