symbol,is_2x,status,status_rank,pattern,pattern_score,break_level,breakout_date,vol_confirmed,hold_confirmed,last_close,diag_touches,diag_slope_low,diag_depth,diag_vol_ratio_10_60,diag_db_score
^VIX,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,DOUBLE_BOTTOM,2.5,25.24,2026-03-03,True,False,26.62,1,0.087564,0.4699,1.243,3.0
VG,False,BREAKOUT_VOL_OK_WAIT_HOLD,1,BASE,0.0,11.92,2026-03-03,True,False,12.157,1,0.076878,0.5201,1.272,0.0
IYM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,7.5,188.81,2026-03-02,False,False,178.003,3,0.706235,0.234,1.422,3.0
CVE,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,22.57,2026-02-19,False,True,22.56,2,0.103844,0.3366,0.893,3.0
OIH,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,6.0,400.44,2026-02-24,False,False,381.75,2,2.000612,0.3101,0.877,3.0
RB=F,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,4.5,2.093,2026-03-02,False,False,2.455,2,0.00623,0.3326,1.722,3.0
AEM,False,BREAKOUT_WAIT_VOL,2,DOUBLE_BOTTOM,3.5,246.78,2026-02-27,False,True,227.76,1,1.226303,0.3724,1.217,3.0
MPC,False,SETUP_NEAR_BREAK,3,DOUBLE_BOTTOM,8.0,210.42,,False,False,209.38,3,0.413737,0.2304,1.057,3.0
SLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,9.0,52.45,,False,False,48.85,6,0.279121,0.2867,0.883,3.0
PSX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,8.0,163.79,,False,False,157.83,2,0.439009,0.2236,0.756,3.0
JETS,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.5,31.33,,False,False,26.29,4,0.017973,0.1621,1.379,3.0
HAL,False,NO_SIGNAL,9,DOUBLE_BOTTOM,7.0,37.03,,False,False,35.047,1,0.150579,0.2765,0.751,3.0
XLB,False,NO_SIGNAL,9,DOUBLE_BOTTOM,6.5,54.14,,False,False,50.82,2,0.172722,0.1993,1.248,3.0
FCX,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.5,69.75,,False,False,61.1,2,0.362304,0.3741,1.32,3.0
GC=F,False,NO_SIGNAL,9,BASE,4.5,5586.2,,False,False,5047.0,1,17.557613,0.2526,0.889,0.0
UUP,False,NO_SIGNAL,9,DOUBLE_BOTTOM,4.5,28.2,,False,False,27.614,9,-0.016112,0.0638,0.686,3.0
CCJ,False,NO_SIGNAL,9,DOUBLE_BOTTOM,3.5,135.24,,False,False,113.405,1,0.609796,0.3767,1.225,3.0
UYM,True,NO_SIGNAL,9,DOUBLE_BOTTOM,3.5,34.54,,False,False,30.058,1,0.188215,0.3526,1.314,3.0
^TNX,False,NO_SIGNAL,9,RECTANGLE,2.5,4.311,,False,False,4.079,6,-0.001114,0.0823,1.319,2.0
NQ=F,False,NO_SIGNAL,9,BASE,2.0,26349.0,,False,False,24504.75,2,-14.321874,0.0801,1.124,2.0
SCCO,False,NO_SIGNAL,9,BASE,1.5,223.89,,False,False,194.275,1,1.363945,0.3971,1.131,0.0
ES=F,False,NO_SIGNAL,9,RECTANGLE,0.5,7043.0,,False,False,6748.5,21,-0.100194,0.0458,1.187,2.0
NG=F,False,NO_SIGNAL,9,BASE,-1.0,7.827,,False,False,3.122,1,-0.024548,0.6455,0.286,2.0
BOIL,True,NO_SIGNAL,9,BASE,-1.0,46.85,,False,False,19.33,1,-0.217282,0.6756,0.408,2.0
